oare_id,transliteration,translation
auto::letter63_KTS1_12_aligned_CORRECTED::0003::3cc47d3100,6 TÚG ku-ta-ni I-ku-pí-a na-áš-a-ku-nu-tí a-wi-lám ša-hi-ta-ma TÚG-ba-tí-šu li-il5-qé-ma ší-ib-tám ša ša-tim a-ni-tim a-na É bé-tí-ni lu-šé-ri-ib,"Ikuppia is on his way to you with the 6 kutānu-textiles. Clear the man, so he takes his textiles and enters the interest accrued for this year into our house."
auto::letter63_KTS1_12_aligned_CORRECTED::0004::08678fa65c,li-bi lá ú-lá-ma-an,He must not make me angry.
auto::letter63_KTS1_12_aligned_CORRECTED::0005::e70cc700d2,šu-ma ší-ib-tám ša ša-tim a-ni-tim ta-da-nam la i-mu-a TÚG.HI.A la ta-da-na-šu-um,"If he refuses to give the interest for this year, then do not give him any textiles."
auto::letter63_KTS1_12_aligned_CORRECTED::0006::aa4700f87e,Šu-A-šùr ša pá-šu a-na KÙ.BABBAR i-dí-na-ni mì-šu-um KÙ.BABBAR lá ú-šé-bi-lam a-na Ni-ih-ri-a a-na pá-ni-a šé-bi-lá-nim,"As to Šu-Aššur who gave me his word with regard to the silver, why has he not sent me the silver? Send it to me in Nihria."
auto::letter63_KTS1_12_aligned_CORRECTED::0007::17a7f8fefe,ša 10 GÍN KÙ.BABBAR šà-he-er-tám lu sí-pá-ra-tum lu tù-dí-na-tum lu 6 ma-na KÙ.BABBAR lu 5 ma-na KÙ.BABBAR a-na pá-ni-a šé-bi-lá-nim,"Send me small goods worth 10 shekels of silver, either bronze pins or fibulae, either 5 or 6 minas of silver."
auto::letter63_KTS1_12_aligned_CORRECTED::0008::54c43e34d5,šu-ma i-na ba-áb-tí-a mì-ma lá ta-al-qé-a KÙ.BABBAR a-hu- um lu-šé-bi-lam-ma ú-ul ší-ib-tám ki-ma a-hu-um a-na a-hi-im i-du-nu lá-dí-in ú-ul bé-ú-lá-tim lu ha-bu-lá-ku-šu-um šu-ma,"If you have not received anything yet from my outstanding claims, then let a colleague send me the silver; let me then either pay interest as one colleague pays to another, or let me become indebted to him with a working capital."
auto::letter63_KTS1_12_aligned_CORRECTED::0009::bcdb0e913c,A-šur-ta-ak-TA.AK<-la>-ku wa-ša-áb 2 TÚG.HI.A ù TÚG.HI ša ba-<áb->tí-a lu-šé-bi-lam šu-ma lá-šu a-šar li-bu-šu šu-up-ra-šu-um tí-ib-nam ú e-ší ša KÙ.BABBAR 0.33333 ma-na e-li-iš ša-ma-nim,"If Aššur-taklāku is there, then have him send 2 textiles plus the textiles from my outstanding claims. If he is not there, then write to him where wishes. Buy me reeds and firewood for some 0.33333 mina of silver or more."
auto::letter63_KTS1_12_aligned_CORRECTED::0010::d7e25d8f8e,ṣú-ha-ri na-hi-da-ma ba-a-ba-tim lu-lá-pí-it a-dí a-lá-kà-ni,Instruct my servant to write down the outstanding claims until I arrive.
auto::letter64_BIN4_51_aligned_CORRECTED::0001::a1ae7329c5,um-ma A-šùr-na-da ù Ì-lí-a-lúm-ma a-na A-šùr-ta-ak-lá-ku qí-bi-ma 18 TÚG ku-ta-nu 15 TÚG ša A-ki-dí-e 1 ANŠE ṣa-lá-mu- ur 9.33333 ma-na 9 GÍN AN.NA ša ik-ri-be-ni 34.66666 ma-na AN.NA ša ik- ri-be ša A-ha-a tù-bi4-il5,"From Aššur-nādā and Ilī-ālum to Aššur-taklāku: You brought 18 kutānu-textiles, 15 Akkadian textiles, 1 black donkey, 9.33333 minas 9 shekels of tin from our votive offerings, 34.66666 minas of tin from the votive offerings of Ahaya."
auto::letter64_BIN4_51_aligned_CORRECTED::0002::06ec9e1b31,ŠÀ.BA 7 GÚ URUDU ù 1 ANŠE tù-šé-bi4-lam 17 GÍN KÙ.BABBAR a-na ik-ri-be a-dí ši-tí lu-qú-tim za-ki-a- ma i-na pá-ni-ú-tim-ma šé-bi4-lam,Specification: you sent me 7 talents of copper and 1 donkey; I laid down 17 shekels of silver for the votive offerings. Clear the remainder of the merchandise and send it as soon as possible.
auto::letter64_BIN4_51_aligned_CORRECTED::0003::a15962fd86,gám-ra-am ù ta-ší-a-tim a-ha-am a-na a-hi-im lá ta-kà- ba-as,As for expenses and the cost of transportation you should not charge one colleague more than another.
auto::letter64_BIN4_51_aligned_CORRECTED::0004::efbcf08e55,50 LÁ 1 TÚG šu-ru-tum 53 ma-na 1 GÍN AN.NA 1 ma-na KÙ.BABBAR ší-im 2 ANŠE ša a-bi4-ni al-qé-ma i-na ší-im ANŠE.HI.A ša Ša-lim- be-lí ir-dí-a-ku-ni ba-lu-ṭá-ku-ma 10 GÍN KÙ.BABBAR ta-na-pá-lam5,"I have received 49 black textiles, 53 minas 1 shekel of tin, 1 mina of silver, the price of the 2 donkeys belonging to our father, and I have been credited with the price of the donkeys that Šalim-bēlī conducted to you, so pay me the balance: 10 shekels of silver."
auto::letter64_BIN4_51_aligned_CORRECTED::0005::9f82d6f827,3 ANŠE ṣa-lá-mu ša i-na šé-pì-kà ta-ar-de8-ú 1 GÚ AN.NA ku-nu-ku ša a-na A-lá-hi-im lá áp-tù 2 TÚG šu-ru-in ša a-ni-kà-sí té-zi-ba-ni lá a-tí-di-i i-na i-a-ú-tim le-qé,"The 3 black donkeys that you personally conducted, 1 talent of tin under seal that was booked for Alāhum, the 2 black textiles you left me for the account—that I have not deposited; take it out of my things!"
auto::letter64_BIN4_51_aligned_CORRECTED::0006::d0f6ea5dc2,mì-ma a-nim ša a-bi-ni,—All this belongs to our father.
auto::letter64_BIN4_51_aligned_CORRECTED::0007::3243b8b0ec,1 TÚG ku-ta-num ša um-mi-ni na-aš-a-tí,You bring 1 kutānu-textile belonging to our mother.
auto::letter64_BIN4_51_aligned_CORRECTED::0008::840ca76b15,ší-im 3 ANŠE.HI.A DINGIR-na-da iš-qú-ul-ma a-na a-bi4-ni,"Ili-nāda has paid the price of 3 donkeys, and I am bringing that to our father."
auto::letter64_BIN4_51_aligned_CORRECTED::0009::9f7e399180,na-aš-a-ku 9 TÚG ku-ta-nu ša Ì-lí- a-lim ŠÀ.BA 1 TÚG.TA I-dí-Ištar a-na Ì-lí-a-lim i-za-az,"As to the 9 textiles belonging to Ilī-ālum, Iddin-Ištar guarantees for each textile to Ilī-ālum."
auto::letter64_BIN4_51_aligned_CORRECTED::0010::685c23c9fd,15 TÚG šu-ru-tum 12 ma-na 8 GÍN AN.NA 8 TÚG ša A-ki-dí-e 1 ANŠE ṣa-lá-mu-um ša Ì-lí-a-lim 8 TÚG tí-sà-pu 3.5 TÚG ša-pí-ú-tum SIG5 10 GÍN KÙ.BABBAR ša ta-LÁ-pá-lá- ni i-a-ú-tum mì-ma a-nim na-aš-a-tí a-pu-tum URUDU- šu 1 GÍN.TA ù 2 GÍN.TA ku-bu-us-ma KÙ.BABBAR 10 ma-na TA na-ší-ra-am,"15 black textiles, 12 minas 8 shekels of tin, 8 Akkadian textiles, 1 black donkey belonging to Ilī-ālum, 8 tišāpu textiles, 3.5 thick textiles of good quality, the 10 shekels of silver you will balance with me —all this, my property, you are bringing. Please, press him for one or two shekels per mina on his copper and set aside for me at least 10 minas of silver."
auto::letter64_BIN4_51_aligned_CORRECTED::0011::ff786ff090,ù a-ta qá-qá-ad-kà šu-ul-ha-am,But you yourself must back off!
auto::letter64_BIN4_51_aligned_CORRECTED::0012::6c7be13189,sí-kà-tum a-na šu-mì lá ša-ha-ri- kà AN.NA ú-lá uš-té-bi4-lá-kum,It is the sikkātum. In order not to delay you I have not sent you the tin.
auto::letter65_CCT4_34b_aligned_CORRECTED::0001::9afec9e96c,um-ma A-šùr-na-da<-ma> a-na Zu-ba <gap>-<gap> 1 ù Ú-ṣú-ur-ša- A-šur qí-bi4-ma a-na ni-kà-ší-a šu-ùh-ta,"From Aššur-nādā to Zuba, <gap> and Uṣur-ša-Aššur: Pay on my behalf at the time of the accounting."
auto::letter65_CCT4_34b_aligned_CORRECTED::0002::ee966eb8a8,da-tum ma-lá ik-šù-du ù ma-lá ta-az-me-ra-ni tí-ir-ta-ak-nu li-li-kam,"Send me word about how much the fees amounted to, and how much you recorded."
auto::letter65_CCT4_34b_aligned_CORRECTED::0003::babb31dcdb,51 TÚG ku-ta-nu i-na sà-e-tim ša En-be-li na-du,5 kutānu-textiles have been placed in Ennam-Belīs sautum.
auto::letter65_CCT4_34b_aligned_CORRECTED::0004::ce817c731a,ta-ah-ší-is-tám am-ra-ma a-na šé- er ša ni-kà-ší-a,Check the memorandum and add them on top of those on my account.
auto::letter65_CCT4_34b_aligned_CORRECTED::0005::03e2fbafa9,tí-ih-a šu-ma KÙ.BABBAR Ì-lí-A-num mi-ma ú-šé-bi4-lam KÙ.BABBAR ù tup-pì-šu šu-ba-al- ki-ta-ma šé-bi4-lá-nim,"If Ili-Anum has sent any silver, then do ship and send me the silver and his tablets."
auto::letter65_CCT4_34b_aligned_CORRECTED::0006::3e78693a8b,ši-im 1 TÚG a-bar-ni-im KI DAM.GÀR <gap> 1 ITÚG1 <gap> ma-<gap>,The proceeds from 1 abarniu-textile is owed by a merchant <gap> 1 textile <gap>
auto::letter66_ATHE37_aligned_CORRECTED::0001::0ef953b49a,um-ma A-šùr-na-da-ma a-na Ì-lí-a-lim qí-bi-ma lá lí-bi i-li-ma mi-qí-tum im-qú-ta-ma a-na Ur-šu iš-ta-áp-ru-ni,"From Aššur-nādā to Ilī-ālum: Against the will of the god misfortune has fallen upon me, as they have just written to me in Uršu."
auto::letter66_ATHE37_aligned_CORRECTED::0002::3652517914,a-hi a-ta a-šar ša-li-um i-šé-er É a-bi4- ni lá i-ša-lu-ú e-pu-uš,"My dear brother, act in such a way that no evildoer may do harm to our fathers house!"
auto::letter66_ATHE37_aligned_CORRECTED::0003::d4e11654cd,a-na ú-um e-ṭá-ri-im 9 GÚ 20 ma-na URUDU-i ša a-DAM.GÀR A-šùr-ta-ak-lá-ku i-qí-pu1 8 GÚ 40 LÁ 0.66666 ma-na e-zi1-ib ša-du-e-tim ša1 a-ta ta-áš-a-ma-ni ŠÀ1.BA 5 GÚ URUDU a-na Bu-ru- uš-ha-dim tù-šé-bi4-il5-ma ší-im-šu al-qé 1 GÚ 18 ma-na URUDU SIG5 ša-bu-ru-um ší-im 3 ANŠE.HI.A ša DAM.GÀR ta-qí-pu ŠÀ.BA 10 ma-na ku-a-um 25 ma-na SIG5 ší-im1 ANŠE i-li-bi4-a,"While I may still be saved— 9 talents 20 minas of my copper that Aššur-taklāku has given on commission to an agent, 8 talents 40 minas less 0.66666 mina apart from the transport tariff, which you have bought for me— out of which you sent 5 talents to Burushaddum, and whose proceeds I have already received— 1 talent 18 minas of good broken copper, proceeds from the sale of 3 donkeys, which you gave in commission to an agent, of that 10 minas belong to you, 25 minas of good , proceeds from the sale of a donkey, owed by me."
auto::letter66_ATHE37_aligned_CORRECTED::0004::3948b336ab,me-eh-ru ša šé-ep <gap> Ša-lim-be- li pá-ni-tim lá-šu ṭup-pá-am ša tí-ir-tí-a,The copies concerning Šalim-belīs earlier caravan are not here; guard the tablet with my instructions!
auto::letter66_ATHE37_aligned_CORRECTED::0005::3d04ce453a,ša-ší-ir 45 ku-ta-nu 25 ma-na AN.NA ku-nu-ku e-RI-ib ša a-na qá-tí-šu a-dí-nu i-na pá-ni-tim Ša-li-be-li ub-lá-kum,"45 kutānu-textiles 25 minas of sealed tin, apart from what I gave to him for expenses, Šalim-belī brought to you earlier."
auto::letter66_ATHE37_aligned_CORRECTED::0006::02d34fa4cb,72 TÚG ku-ta-nu ŠÀ.BA 2 TÚG a-bar-ni-ú 4 ANŠE ṣa-lá-mu ú ú-nu-sú-nu 1 ma-na AN.NA ša 2.66666 GÍN 15 ŠE KÙ.BABBAR sà-he-er-tum i-šé-pì-kà,"72 kutānu-textiles, 2 of those abarniu-textiles, 4 black donkeys plus their harness, 1 mina of tin worth 2.66666 shekels 15 grains of silver of small goods you carried personally."
auto::letter66_ATHE37_aligned_CORRECTED::0007::0e00708b4b,tù-bi4-il5 4 TÚG ku-ta-nu KI Kur-ub-Ištar ú-mu,4 kutānu-textiles are owed by Kurub-Ištar.
auto::letter66_ATHE37_aligned_CORRECTED::0008::f5b77032df,DAM.GÀR 7 ITI.KAM e-ta-at<-qú>,The terms for the agent are overdue by 7 months.
auto::letter66_ATHE37_aligned_CORRECTED::0009::b585a71d4c,a-hi a-ta KÙ.BABBAR ma-lá a-qá-tí-kà i-ma-qú-tù a-na ṣé- er Ú-ṣú-ur-ša-A-šùr šé-bi4-lá-ma lu-ša-ak-ší-dá-ni-ma lá a-ba-áš a-na u4-um ga-ma-li-im 8 GÍN KÙ.BABBAR ú-ku-ul-tí 2 ANŠE 1 GÍN a-na ša bi4-lá-tí-kà a-dí-in,"My dear brother, send as much silver as falls into your hands to Uṣur-ša-Aššur, so he may let it reach me and I shall not be put to shame. While I could still oblige you I gave 8 shekels of silver for the fodder of 2 donkeys and 1 shekel for your porters."
auto::letter66_ATHE37_aligned_CORRECTED::0010::3763200217,2 GÍN a-na qá-tí A-šùr-UTU-ši IGI Šu-Sú-in DUMU I-tur4-DINGIR a-na 0.5 ma-na TA 1 TÚG ú-ra-ki-sú1 IGI A-šùr-DÙG IGI A-šùr-dan,"2 shekels were for the share of Aššur-šamšī, witnessed by Šū-Suen the son of Itūr-ili. I bound him by contract to pay 0.5 mina per textile, witnessed by Aššur-tāb and Aššur-dān."
auto::letter67_CCT3_10_aligned_CORRECTED::0001::f1a12389cb,um-ma A-šùr-be-el-a-wa- tim Šu-A-šur ù A-šur-na- da-ma a-na I-dí-Sú-in Am-ri-a LUGAL-dEN.ZU A-šur-SIPA Puzur4-Sú-in ù Puzur4-A-na qí-bi-ma iš-tí A-šur-SIPA a-na-kam A-šur-be-el-ma-al-ki-im ni-kà-sí i-ší-ma 45 ma-na AN.NA ku-nu-ki ša dIM-ILLAT-at ù A-šur-ba-ni i-na ša-ni-tim šu-uq-lim ku-nu-ki ša A-lim li-dí-a-ku-nu-tí-ma 34 ma-na 15 GÍN AN.NA šu-té-bi-lá-ma le-qé-a,"From Aššur-bēl-awātim, Šū-Aššur and Aššur-nādā to Iddin-Suen, Amria, Šar-Suen, Aššur-rēi, Puzur-Suen and Puzur-Anna: Aššur-bēl-malkim has here settled accounts with Aššur-rēi, and he must deposit for you 45 minas of tin sealed by Adad-ellat and Aššur-bāni from the second package that bears the seal of the City; then you must have brought 34 minas 15 shekels of tin and take it."
auto::letter67_CCT3_10_aligned_CORRECTED::0002::e9df131aaa,15 ma-na 15 GÍN AN.NA a-ha-ma za-ku-a-am li-dí-na-ku-nu-tí,"Furthermore, he shall give you 15 minas 15 shekels of tin, cleared."
auto::letter67_CCT3_10_aligned_CORRECTED::0003::07f197f064,ŠUNIGIN 1 GÚ 34 ma-na AN.NA ù 2 TÚG šu-ra-an A-šur-SIPA li-dí-na-ku-nu-tí- ma ba-tí-iq ù DIRI dí-na-ma KÙ.BABBAR ku-nu-kà-ma a-na a-li-ki-im pá-ni-e-ma pi-iq-da-ma lu-ub-lam,"In all: Aššur-rēi shall give you 1 talent 34 minas of tin and, 2 black textiles and you should sell that at whatever price, seal the silver, entrust it to the very first traveler who can bring it."
auto::letter67_CCT3_10_aligned_CORRECTED::0004::b3a799c810,A-šur-be-el-ma-al-ki-im ṭur4-da-nim a-na,Send Aššur-bēl-malkim.
auto::letter67_CCT3_10_aligned_CORRECTED::0005::9409e54d2c,I-dí-Sú-in qí-bi-ma ma-lá a-na-kam pá-kà ta-dí-nu-ni-a-tí-ni šu-ma a-hu-ni a-ta iš-tí a-hi-im ù ib-ri-im KÙ.BABBAR a-na bé-a-lim a-na A-šur-be-el-ma-al-ki-im e-ri-iš-ma KÙ a-na šé-ri-ni ku-nu-uk ma šé-bi-lá-ma a-na-kam bu-la-tí-šu lu nu-ta- er-šu-ma,"To Iddin-Suen: As you gave us your word here, and if you are truly our brother, ask for silver for a working-capital from colleague and friend for Aššur-bēl-malkim, send us the silver under seal and let us here turn over his working-capital to him and send him to the City."
auto::letter67_CCT3_10_aligned_CORRECTED::0006::1a59ba6679,a-na A-lim lu ni-it-ru-sú šu-ma a-na be-a-lim lá té-ri-šum bu-lá-tí-šu lá-šu1,"If you do not ask for anything for him to dispose over, there will be no working-capital for him."
auto::letter68_ATHE36_aligned_CORRECTED::0001::5fa4e60dbe,a-na A-ba-a-a qí-bi-ma um-ma A-šùr-na-da-ma a-ma-lá na-aš-pé-er-tim ša áš-pu-ra-ki-ni a-na-kam I-na-a a-šùr-mì-ki ù a-na šu-mì É a-bi-ni tám-kà-re e-ta-wu a-šu-mì,To Abaya from Aššur-nādā: In accordance with the message I sent to you Innaya has here discussed with the tamkāru on behalf of you and of your paternal house.
auto::letter68_ATHE36_aligned_CORRECTED::0002::c62726d9bd,Ku-ra Ìl-i-bu-šu im-ta-ra-as um-ma šu-ut-ma šu-ma lá i-pí-ša ša-hu-uz šu-nu i-na A-lim a-li-ki ul-ta-na-mu ù a-ni-um a-ma-kam KÙ.BABBAR ú-ṣa-ba-at-ma pu-ru-i iš-ta-na-kán <gap>,"He became unhappy because of Kura, and said: If he is not given instructions directly from her, these people will put continuous pressure on the travelers in the City, and then this one will seize lots of silver there and constantly cause my reputation harm."
auto::letter68_ATHE36_aligned_CORRECTED::0003::ddc06130d2,<gap> 3 guš-šu-re e-ṣí <gap> ša É be-tí-ku-nu lá-ma a-na Kà-ni-iš a-li-kà-ni Ku-ra a-ši-mi-im i-dí-in,"As for the <gap> 3 wooden beams of your house, Kura had sold them before I arrived at Kanesh."
auto::letter68_ATHE36_aligned_CORRECTED::0004::c0e4e1f103,a-ma-kam-ma a-ta-wu-ku-nu um-ma a-na-ku-ma É be-tum A-na-ah-Ištar e-ṣú-ma gám-ru a-tù-nu <gap>-nu,"I discussed that with you in that very place, saying: The house of Anah-Ištar is almost finished, and it is you who should <gap>"
auto::letter69_ATHE35_aligned_CORRECTED::0001::399cb6a65c,a-na Šu-Ku-bi-im ù A-šùr-pí-lá-ah <gap> a-na Šu-Ku-bi-im qí-bi-ma um-ma A-šùr-na-da-ma KÙ.BABBAR ša a-na tap-hi-ri-im ša Šar-ma-té-en a-bu-ni i-hi-ib-lu1 a-na-kam iṣ-bu-tù-ni-ma um-ma šu-nu-ma KÙ.BABBAR hu-bu-ul a-bi-kà šu-qúl um-ma a-na-ku-ma KÙ.BABBAR tal-ta-qé-a-ma KÙ.BABBAR e-ṣú-ma a-hu-ur ta-ah-ší-sà-tum ša a-bi-a i-ba-ší-a um-ma šu-nu1-ma ta-ah-ší-sà-tim ša a-bi-kà šé-ṣi-a-ma lu né-mu-ur iš-tí-in ša ki-ma ku-a-tí ù iš-tí-a a-hi-a-am iš-tí-a e-ru-bu-ma ṭup-pí ni-ip-té-ma ta-ah-ší-sà-tim nu-šé-li-ma ú-kà-li-im-ší-na ú-sà-li-šu-nu-tí <gap> -im ni-qé-e <gap> ú ša <gap> ta-ah-ší-sà-tim nu-šé-li-ma me-eh-ri ša {ṭup1}-pé ša ba-áb DINGIR-lim ša tup-pí-im ni-a-im <gap> { <gap> } i-na me-eh-ri-im ša tup-pí-im ha-ar-mì-im ša ba-áb DINGIR-lim ša e-li-a-ni ša <gap> ma-na 5 GÍN KÙ.BABBAR ša hu-bu-ul A-lá-hi-im A-mur-Ištar a-na A-šùr-SIPA,"To Šū-Kūbum and Aššur-pilah; to Šū-Kūbum from Aššur-nādā: with regard to the silver with which our father has become indebted to the fund of divine Šar-mātēn, they seized me here and said: Pay the silver, your fathers debt. I answered: You have received silver repeatedly, so little silver is left . There are memoranda of my fathers available. They said: Produce your fathers memoranda and let us see. One person representing you and one stranger entered together with me and we opened for the tablets and took out the memoranda and I showed them; I pleaded with them <gap> sacrifices <gap> and <gap> we took out the memoranda and copies of the tablets from the Gate of the God— concerning our own tablet <gap> in the copy of the certified tablet of the Gate of the God which may appear, concerning <gap> mina 5 shekels of silver from Alāhums debt— Amur-Ištar paid to Aššur-rēi."
auto::letter69_ATHE35_aligned_CORRECTED::0002::c231ef5c01,iš-qúl um-ma A-šùr-SIPA-ma a-na A-mur-Ištar-ma 1 ma-na-kà ma-ṭí-i 1 ma-na-ú-šu ik-ta-ma 1.5 GÍN KÙ.BABBAR i-dí-šu-um IGI Li-ba-a DUMU Ú-zu-a IGI En-na-nim sà-bi-e-em Na-áb-Sú-in DUMU AB-ba-ni tap-pá-i-ni a-na a-wa-tim a-ni-a-tim1 kà-ru-um Kà-ni-iš i-dí-ni-a-tí-ma,"Aššur-rēi said as follows to Amur-Ištar: Your one-mina weight is too light. His one-mina weight was checked and he then paid him 1.5 shekel of silver. Witnessed by Libbaya son of Uzua, by Ennāmum, the inn-keeper; Nab-Suen son of Illil-bāni was our co-witness. The Kanesh colony appointed us for these proceedings <gap>"
auto::71_AKT1_17::0001::f5acdf2f4d,a-na I-ku-pí-a En-nam-A-šur ù Šu-mi-a-bi4-a qí-bi4-ma um-ma A-šur-na-da-ma a-na En-nam-A-šur ù Šu-mi-a-bi4-a qí-bi4- ma 16 mu-ta-tim ša 1 GÚ.TA 7 e-li-a-tum ša 30 ma-na e-zi-ib ša Puzur4-Ištar ù 6 ANŠE ṣa-lá-mì áp-qí-da-ku nu-tí,"To Ikuppia, Ennam-Aššur and Šumi-abiya from Aššur-nādā; to Ennam-Aššur and Šumi-abiya: I entrusted to you 16 half-packs of each 1 talent 7 top-packs of 30 minas, apart from those belonging to Puzur-Ištar, plus 6 black donkeys."
auto::71_AKT1_17::0002::ae2ee992cb,ŠÀ.BA 1 GÚ 25 ma-na URUDU ša iš-tí Ú-šú-ur-ša-A-šur al-qé-ú a-na I-ku-pí-a,"Thereof I sent with you 1 talent 25 minas of copper, that I received from Uṣur-ša-Aššur, to Ikuppia."
auto::71_AKT1_17::0003::c041330f40,ú-šé-bi-ils-ku-nu 1 GÚ 12 ma-na URUDU ša En-um-A-šur 1 GÚ 20 ma-na ša a-šu-mi Puzur4-Ištar a-pu-lu-kà ši-tí URUDU 15.5 GÚ 3 ma-na,1 talent 12 minas of copper belonging to Ennam-Aššur; 1 talent 20 minas which I balanced with you on behalf of Puzur-Ištar— the rest of the copper: 15.5 talents 3 minas.
auto::71_AKT1_17::0004::b90ffa6c1c,ŠÀ.BA 5.5 GÚ 3 ma-na URUDU ša DAM.GÀR ší-mu-um i-ba-lá-kà-ta-ma 15 0.5 GÚ DAM.GÀR i-ša-qá-lam,Thereof 5.5 talents 3 minas of copper belong to the tamkārum. When the sale has been carried out the tamkārum will pay me 15.5 talents.
auto::71_AKT1_17::0005::4403c4b4de,rù ga-me-er a wa-tí-a En-um-A-šur-ma URUDU e ta-aṣ-ba-at-ma ba-lu-um mì-ma 15.5 GÚ URUDU ša tup-pu-šu ha-ar-ma-am ú-kà-lu DAM.GÀR e it-ba-al-ma e tù-ri-i-qá-ni ši-tí URUDU 10 GÚ ku-na-na-ma-i-um ù 6 ANŠE um-ma a-na-ku-ma al-kam lu-ša-qí-ils-kà-ma at-kál tù-ni-a-ni-ma um-ma a-ta-ma i-na 10 GÚ URUDU ù 6 ANŠE qá-tí lá-áš-ku-un-ma i-na Dur4-hu-mi-it a-na URUDU SIG5 lu-ta-er-ma a-na Kà-né-eš lu-bi-ilṣ-ma ša ki-ma ku-a-tí KÙ.BABBAR-pí lu-ša-bi-ú-ni URUDU ù ANŠE.HI.A ú-lá ú-ša-qí-ils-kà mì-šu ša um-ma a-ta-ma ša-qú-lá-ku ANŠE.HI.A ša I-ku-pí-a ANŠE.HI.A wa-šé-er-šu-um a-ši-tí KÙ.BABBAR-pí-kà a-na-ku a-za-za-kum A-šur,"And the one who resolved my dispute was Ennam-Aššur, so do not seize any copper, and without any the tamkārum must not appropriate the 15.5 talents of copper for which I hold a certified tablet, lest you let it get out of my reach. As for the rest of the copper, 10 talents from Kunanamit plus the 6 donkeys, I said: Come, I shall pay you—so I trusted you, but you cheated me, saying: I shall lay claim to the 10 talents of copper and the 6 donkeys, turn that into copper of good quality in Durhumit, bring it to Kaneš and your representatives will pay me in full in silver. I did not pay out the copper and the donkeys to you. Why did you then say: I have been paid. The donkeys belong to Ikuppia! Release the donkeys to him! For the rest of your silver I shall personally guarantee for you."
auto::71_AKT1_17::0006::474c5ee10f,ù MAR.TU i-li a-bi-ni lu i-de8-a a-šé-er na-ru-qá-kà ú-ša-zi-za-ku-ni a-hi-um pu-ru-i ú-lá iš-ku-un,"may Aššur and Amurrum, the gods of our fathers, know: on top of the fact that I guaranteed for your joint-stock capital, it was no stranger who denounced me!"
auto::71_AKT1_17::0007::0c099962bc,a-ta i-na kà-ar,It is you who keep denouncing me in
auto::72_BIN4_88::0001::97cc4dcbf2,a-na A-šur-na-da qí-bi4- ma um-ma Ša-ra-at- Ištar-ma <gap> TIÚG Zu-ba na-áš-a-kum,To Aššur-nādā from Šarrat-Ištar: Zuba brings <gap> textiles to you.
auto::72_BIN4_88::0002::4969ddbd0c,1 iš-ra-am ku-a-tí 1 iš-ra-am a-na <gap> -a-ri { <gap> } a1 4 ša-ku-kà-tim iš-té-na dí-in,"1 belt for you, 1 belt for <gap> Sell the 4 šakkuku-belts one by one."
auto::72_BIN4_88::0003::8d435fed0a,ší-it-ra-am a-na am-tí-im ša Kà-né-eš,The undergarment is for the maid in Kaneš.
auto::72_BIN4_88::0004::f5aab462a6,2 TIÚG 37 ma-na URUDU it-bu-lu i-na <gap>,2 textiles cost 37 minas of copper.
auto::72_BIN4_88::0005::6f9f833d99,TIÚG áš-a-am-šu-nu,I bought them from <gap> the textiles.
auto::72_BIN4_88::0006::5f906bb492,1 TIÚG a-na KÙ.BABBAR <gap> { <gap> } a-<dí->in ma-lá im-tal-<gap> Kur-ub-Ištar ba na bi <gap> iš-tí-kà ša-ki-in,I sold 1 textile for silver <gap> As much as <gap> Kurub-Ištar <gap> is deposited with you.
auto::72_BIN4_88::0007::26a9667a39,mì-ma lá aq-bi-šù-um,I have said nothing to him.
auto::72_BIN4_88::0008::23bd38841e,a-we-lam5 ar-tí-pì,I have <gap> the man.
auto::72_BIN4_88::0009::b75906ec40,tí-ib-a-ma a-tal-kam,Set out and come.
auto::72_BIN4_88::0010::0f06b0146f,mì-ma a-nim Zu-ba na-áš-a-ku-um,All this Zuba brings to you.
auto::72_BIN4_88::0011::57492c3206,0.5 ma-na 5 GÍN KÙ.BABBAR En-nam-A-šur ub-lam1,0.5 mina 5 shekels of silver Ennam-Aššur brought me.
auto::72_BIN4_88::0012::bc24c2e497,5 GÍN KÙ.BABBAR 3 GÍN KÙ.GI Puzur4-Ištar ub-lam,5 shekels of silver and 3 shekels of gold Puzur-Ištar brought me.
auto::72_BIN4_88::0013::e2dbe393e4,5 GÍN KÙ.BABBAR 5 ma-na URUDU DÙG-ší-lá-A-šur ub-lam,5 shekels of silver and 5 minas of copper Ṭāb-ṣill-Aššur brought me.
auto::72_BIN4_88::0014::96f9b35aca,a-ma-at-kà ša <Kà->ni-iš i-na pá-ni-kà lá-ar-ta-a-am,I shall love your maid who is with you in Kaneš.
auto::56_KTS1_13a::0002::96ac4db17d,ha-bu-lam i-nu-mì wa-áš-ba-ku-ni aš-ba-sú-ma um-ma šu-ut-ma ú-nu-tí a-dí-ni lá e-ru-ba-am a-hu-a a-tù-nu ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-sú ma-lá wa-as-mu ša-aš-qí-lá-šu,"When I stayed there I seized him, but he said: My merchandise has not arrived yet. My dear brothers, seize him and make him pay the silver and as much interest as is fitting."
